,living_space,rooms,cold_rent,quarter,city,postcode,rent_per_square_meter,publish_date,latitude,longitude,geometry,osm_id,code,fclass,name,dist
19,153.72,4.0,3228.0,Uhlenhorst,Hamburg,22085,25.2,2019-01-31 23:00:00,53.57404896283156,10.017707442346255,POINT (10.01770744234626 53.57404896283156),5871106603,2301,restaurant,Wolfs Junge,0.0006576769251313997
20,98.4,4.0,1230.0,Barmbek-Süd,Hamburg,22085,15.0,2019-06-30 22:00:00,53.5721711616365,10.025266852202577,POINT (10.02526685220258 53.5721711616365),683082096,2032,recycling_paper,,0.00043706933287531986
21,75.6,2.5,1134.0,Groß Flottbek,Hamburg,22807,18.0,2019-03-28 23:00:00,53.567917935530865,9.881252559675161,POINT (9.881252559675161 53.56791793553086),826634929,2121,dentist,Zahnarztpraxis am Flottbeker Markt,0.0011150983819847948
22,74.4,3.0,1188.0,Winterhude,Hamburg,22299,19.164,2019-06-30 22:00:00,53.599027307456424,10.00252668703028,POINT (10.00252668703028 53.59902730745642),33411829,2004,post_box,,0.000513489230939434
23,115.2,3.5,2136.0,Eimsbüttel,Hamburg,20357,22.248,2019-04-30 22:00:00,53.57161392780712,9.967892677431747,POINT (9.967892677431747 53.57161392780712),6797414774,2906,waste_basket,,0.0007571481488610612
24,67.332,3.5,774.324,Eilbek,Hamburg,22089,13.8,2019-04-30 22:00:00,53.56599727569129,10.048629235545247,POINT (10.04862923554525 53.56599727569129),3137466243,2033,recycling_clothes,,0.00026301570483285285
25,109.2,4.0,982.8,Ohlsdorf,Hamburg,22337,10.8,2019-02-28 23:00:00,53.60931425526589,10.039165097354926,POINT (10.03916509735493 53.60931425526589),4779590326,2907,camera_surveillance,,0.0009784477076302507
26,54.0,1.5,745.2,Horn,Hamburg,22111,16.56,2019-02-28 23:00:00,53.552589989457466,10.08053979890548,POINT (10.08053979890548 53.55258998945747),5426226531,2902,bench,,0.0009391722262118256
27,148.08,3.5,2028.0,Bergedorf,Hamburg,21029,16.44,2019-05-30 22:00:00,53.48943731478875,10.219767972487404,POINT (10.2197679724874 53.48943731478875),4710787633,2902,bench,,0.0010728506206235384
28,99.42,3.5,795.6,Langenhorn,Hamburg,22419,9.6,2019-06-30 22:00:00,53.65891559959272,10.015395340914168,POINT (10.01539534091417 53.65891559959272),2046253745,2032,recycling_paper,,0.00032930980617379717
29,76.176,2.5,487.524,Eidelstedt,Hamburg,22523,7.68,2019-03-28 23:00:00,53.604516754415684,9.900344261132117,POINT (9.900344261132117 53.60451675441568),6432456455,2906,waste_basket,,0.0014323137713876165
30,61.2,2.0,540.0,Niendorf,Hamburg Niendorf,22455,10.584,2019-06-30 22:00:00,53.63541769427787,9.954635462341841,POINT (9.954635462341841 53.63541769427787),2562121811,2302,fast_food,Schippel's Kebap,0.0015334017226679617
31,63.408,1.5,971.412,Eppendorf,Hamburg,20249,18.384,2019-06-30 22:00:00,53.5900724583158,9.98651175160197,POINT (9.98651175160197 53.5900724583158),5074610874,2121,dentist,LS praxis,0.0001278337834105197
